Filename,Label,ClassID,Path
Dolphin_17.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_17.wav
Dolphin_20.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_20.wav
Dolphin_16.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_16.wav
Dolphin_13.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_13.wav
Dolphin_39.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_39.wav
Dolphin_24.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_24.wav
Dolphin_33.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_33.wav
Dolphin_43.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_43.wav
Dolphin_26.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_26.wav
Dolphin_12.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_12.wav
Dolphin_3.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_3.wav
Dolphin_42.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_42.wav
Dolphin_29.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_29.wav
Dolphin_49.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_49.wav
Dolphin_46.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_46.wav
Dolphin_37.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_37.wav
Dolphin_31.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_31.wav
Dolphin_34.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_34.wav
Dolphin_7.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_7.wav
Dolphin_22.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_22.wav
Dolphin_9.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_9.wav
Dolphin_11.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_11.wav
Dolphin_40.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_40.wav
Dolphin_27.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_27.wav
Dolphin_14.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_14.wav
Dolphin_28.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_28.wav
Dolphin_41.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_41.wav
Dolphin_10.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_10.wav
Dolphin_48.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_48.wav
Dolphin_21.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_21.wav
Dolphin_19.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_19.wav
Dolphin_30.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_30.wav
Dolphin_32.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_32.wav
Dolphin_6.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_6.wav
Dolphin_5.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_5.wav
Dolphin_35.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_35.wav
Dolphin_1.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_1.wav
Dolphin_47.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_47.wav
Dolphin_44.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_44.wav
Dolphin_25.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_25.wav
Dolphin_8.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_8.wav
Dolphin_45.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_45.wav
Dolphin_4.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_4.wav
Dolphin_38.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_38.wav
Dolphin_2.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_2.wav
Dolphin_23.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_23.wav
Dolphin_18.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_18.wav
Dolphin_50.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_50.wav
Dolphin_15.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_15.wav
Dolphin_36.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/Dolphin_36.wav
dolphin1_04.wav,Dolphin,6,/content/gdrive/MyDrive/PhanLoaiAmThanhDongVat/Animal-Soundprepros/Dolphin/dolphin1_04.wav
